"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"STRAVVS.nlogo"
"system2"
"09/14/2026 14:09:40:205 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","init-file","input-file?","[step]","table:get things-ordered ""A""","table:get things-ordered ""B""","table:get things-ordered ""C""","table:get things-ordered ""D""","table:get things-ordered ""E""","table:get things-ordered ""F""","table:get things-made ""A""","table:get things-made ""B""","table:get things-made ""C""","table:get things-made ""D""","table:get things-made ""E""","table:get things-made ""F""","table:get things-delivered ""A""","table:get things-delivered ""B""","table:get things-delivered ""C""","table:get things-delivered ""D""","table:get things-delivered ""E""","table:get things-delivered ""F""","table:get things-imported ""A""","table:get things-imported ""B""","table:get things-imported ""C""","table:get things-imported ""D""","table:get things-imported ""E""","table:get things-imported ""F""","table:get things-consumed ""A""","table:get things-consumed ""B""","table:get things-consumed ""C""","table:get things-consumed ""D""","table:get things-consumed ""E""","table:get things-consumed ""F""","table:get things-run ""Process1""","table:get things-run ""Process2"""
"36","system2/inits.txt","true","88","4","2","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","4","2","4","4","<WrappedExtensionException>","<WrappedExtensionException>","4","2","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>"
"39","system2/inits.txt","true","46","6","3","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","5","<WrappedExtensionException>","<WrappedExtensionException>","2","6","3","8","4","<WrappedExtensionException>","2","6","3","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","2","3","1"
"41","system2/inits.txt","true","15","4","2","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","1","4","2","4","4","<WrappedExtensionException>","1","4","2","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","3","2"
"43","system2/inits.txt","true","19","6","3","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","2","6","3","4","4","<WrappedExtensionException>","2","6","3","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","3","2"
"37","system2/inits.txt","true","59","4","2","5","6","1","2","<WrappedExtensionException>","<WrappedExtensionException>","5","<WrappedExtensionException>","<WrappedExtensionException>","2","4","2","5","6","1","2","4","2","<WrappedExtensionException>","6","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","3","4"
"38","system2/inits.txt","true","51","4","2","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","4","2","2","4","<WrappedExtensionException>","<WrappedExtensionException>","4","2","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>"
"42","system2/inits.txt","true","16","<WrappedExtensionException>","<WrappedExtensionException>","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","2"
"40","system2/inits.txt","true","28","4","2","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","4","2","4","4","<WrappedExtensionException>","<WrappedExtensionException>","4","2","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","3","<WrappedExtensionException>"
"39","system2/inits.txt","true","47","10","5","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","10","5","3","4","<WrappedExtensionException>","2","10","5","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","1","1"
"41","system2/inits.txt","true","16","4","2","5","6","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","5","<WrappedExtensionException>","<WrappedExtensionException>","3","4","2","5","6","<WrappedExtensionException>","3","4","2","<WrappedExtensionException>","6","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","5","4"
"37","system2/inits.txt","true","60","4","2","5","6","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","5","<WrappedExtensionException>","<WrappedExtensionException>","1","4","2","5","6","<WrappedExtensionException>","1","4","2","<WrappedExtensionException>","6","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","1","3","2"
"43","system2/inits.txt","true","20","6","3","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","2","6","3","4","4","<WrappedExtensionException>","2","6","3","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","3","2"
"38","system2/inits.txt","true","52","8","4","6","8","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","6","<WrappedExtensionException>","<WrappedExtensionException>","2","8","4","6","8","<WrappedExtensionException>","2","8","4","<WrappedExtensionException>","8","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","4","3"
"42","system2/inits.txt","true","17","<WrappedExtensionException>","<WrappedExtensionException>","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","2","4","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","2","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","1"
"39","system2/inits.txt","true","48","14","7","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","9","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","14","7","9","4","<WrappedExtensionException>","<WrappedExtensionException>","14","7","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","2","5","4"
"41","system2/inits.txt","true","17","4","2","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","2","4","2","4","4","<WrappedExtensionException>","2","4","2","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","3","2"
"42","system2/inits.txt","true","18","<WrappedExtensionException>","<WrappedExtensionException>","5","6","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","3","6","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","3","6","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","1"
"40","system2/inits.txt","true","29","4","2","6","8","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","6","<WrappedExtensionException>","<WrappedExtensionException>","4","4","2","6","8","<WrappedExtensionException>","4","4","2","<WrappedExtensionException>","8","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","4","3"
"38","system2/inits.txt","true","53","8","4","6","8","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","6","<WrappedExtensionException>","<WrappedExtensionException>","4","8","4","6","8","<WrappedExtensionException>","4","8","4","<WrappedExtensionException>","8","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","3","3"
"37","system2/inits.txt","true","61","4","2","6","8","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","6","<WrappedExtensionException>","<WrappedExtensionException>","4","4","2","6","8","<WrappedExtensionException>","4","4","2","<WrappedExtensionException>","8","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","4","5"
"43","system2/inits.txt","true","21","8","4","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","2","8","4","4","4","<WrappedExtensionException>","2","8","4","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","2","1"
"36","system2/inits.txt","true","89","8","4","6","8","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","6","<WrappedExtensionException>","<WrappedExtensionException>","4","8","4","6","8","<WrappedExtensionException>","4","8","4","<WrappedExtensionException>","8","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","3","3"
"41","system2/inits.txt","true","18","<WrappedExtensionException>","<WrappedExtensionException>","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","2","2"
"42","system2/inits.txt","true","19","<WrappedExtensionException>","<WrappedExtensionException>","6","8","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","3","<WrappedExtensionException>","<WrappedExtensionException>","4","8","<WrappedExtensionException>","3","<WrappedExtensionException>","<WrappedExtensionException>","4","8","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","3"
"39","system2/inits.txt","true","49","4","2","6","8","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","6","<WrappedExtensionException>","<WrappedExtensionException>","4","4","2","6","8","<WrappedExtensionException>","4","4","2","<WrappedExtensionException>","8","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","3","3"
"37","system2/inits.txt","true","62","4","2","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","4","2","4","4","<WrappedExtensionException>","<WrappedExtensionException>","4","2","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","3","1"
"40","system2/inits.txt","true","30","6","3","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","2","6","3","4","4","<WrappedExtensionException>","2","6","3","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","3","2"
"38","system2/inits.txt","true","54","8","4","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","8","4","4","4","<WrappedExtensionException>","1","8","4","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","1"
"41","system2/inits.txt","true","19","4","2","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","2","4","2","4","4","<WrappedExtensionException>","2","4","2","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","2","1"
"43","system2/inits.txt","true","22","4","2","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","1","4","2","4","4","<WrappedExtensionException>","1","4","2","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","1","3","1"
"42","system2/inits.txt","true","20","<WrappedExtensionException>","<WrappedExtensionException>","5","6","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","3","<WrappedExtensionException>","<WrappedExtensionException>","3","6","<WrappedExtensionException>","3","<WrappedExtensionException>","<WrappedExtensionException>","3","6","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","3"
"40","system2/inits.txt","true","31","6","3","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","2","6","3","4","4","<WrappedExtensionException>","2","6","3","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","3","2"
"36","system2/inits.txt","true","90","4","2","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","2","4","2","4","4","<WrappedExtensionException>","2","4","2","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","2","1"
"39","system2/inits.txt","true","50","4","2","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","3","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","4","2","3","4","<WrappedExtensionException>","<WrappedExtensionException>","4","2","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","2","<WrappedExtensionException>"
"43","system2/inits.txt","true","23","6","3","5","6","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","5","<WrappedExtensionException>","<WrappedExtensionException>","3","6","3","5","6","<WrappedExtensionException>","3","6","3","<WrappedExtensionException>","6","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","3","3","2"
"42","system2/inits.txt","true","21","<WrappedExtensionException>","<WrappedExtensionException>","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","2"
"38","system2/inits.txt","true","55","18","9","5","6","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","8","<WrappedExtensionException>","<WrappedExtensionException>","2","18","9","10","6","<WrappedExtensionException>","2","18","9","<WrappedExtensionException>","6","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","5","4"
"41","system2/inits.txt","true","20","6","3","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","1","6","3","4","4","<WrappedExtensionException>","1","6","3","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","3","4"
"37","system2/inits.txt","true","63","8","4","6","8","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","6","<WrappedExtensionException>","<WrappedExtensionException>","4","8","4","6","8","<WrappedExtensionException>","4","8","4","<WrappedExtensionException>","8","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","6","6"
"40","system2/inits.txt","true","32","6","3","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","1","6","3","4","4","<WrappedExtensionException>","1","6","3","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","1","3","1"
"36","system2/inits.txt","true","91","4","2","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","4","2","4","4","<WrappedExtensionException>","<WrappedExtensionException>","4","2","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>"
"44","system2/inits.txt","true","0","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>"
"39","system2/inits.txt","true","51","8","4","6","8","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","3","<WrappedExtensionException>","<WrappedExtensionException>","3","8","4","3","8","<WrappedExtensionException>","3","8","4","<WrappedExtensionException>","8","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","2","2"
"43","system2/inits.txt","true","24","8","4","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","8","4","4","4","<WrappedExtensionException>","<WrappedExtensionException>","8","4","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>"
"42","system2/inits.txt","true","22","<WrappedExtensionException>","<WrappedExtensionException>","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","2","4","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","2","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","1"
"38","system2/inits.txt","true","56","10","5","5","6","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","7","<WrappedExtensionException>","<WrappedExtensionException>","3","10","5","7","6","<WrappedExtensionException>","3","10","5","<WrappedExtensionException>","6","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","3","7","6"
"40","system2/inits.txt","true","33","4","2","5","6","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","5","<WrappedExtensionException>","<WrappedExtensionException>","2","4","2","5","6","<WrappedExtensionException>","2","4","2","<WrappedExtensionException>","6","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","4","2"
"41","system2/inits.txt","true","21","4","2","5","6","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","5","<WrappedExtensionException>","<WrappedExtensionException>","2","4","2","5","6","<WrappedExtensionException>","2","4","2","<WrappedExtensionException>","6","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","4","4"
"37","system2/inits.txt","true","64","4","2","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","2","4","2","4","4","<WrappedExtensionException>","2","4","2","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","2","1"
"43","system2/inits.txt","true","25","8","4","6","8","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","6","<WrappedExtensionException>","<WrappedExtensionException>","4","8","4","6","8","<WrappedExtensionException>","4","8","4","<WrappedExtensionException>","8","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","4","3"
"36","system2/inits.txt","true","92","4","2","6","8","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","6","<WrappedExtensionException>","<WrappedExtensionException>","4","4","2","6","8","<WrappedExtensionException>","4","4","2","<WrappedExtensionException>","8","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","4","3"
"39","system2/inits.txt","true","52","12","6","5","6","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","9","<WrappedExtensionException>","<WrappedExtensionException>","1","12","6","9","6","<WrappedExtensionException>","1","12","6","<WrappedExtensionException>","6","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","7","2"
"44","system2/inits.txt","true","1","6","3","4","4","1","2","<WrappedExtensionException>","<WrappedExtensionException>","3","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","6","3","3","4","1","<WrappedExtensionException>","6","3","<WrappedExtensionException>","4","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","2"
"42","system2/inits.txt","true","23","<WrappedExtensionException>","<WrappedExtensionException>","5","6","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","3","<WrappedExtensionException>","<WrappedExtensionException>","3","6","<WrappedExtensionException>","3","<WrappedExtensionException>","<WrappedExtensionException>","3","6","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","3"
"38","system2/inits.txt","true","57","10","5","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","2","10","5","4","4","<WrappedExtensionException>","2","10","5","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","2","1"
"37","system2/inits.txt","true","65","8","4","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","2","8","4","4","4","<WrappedExtensionException>","2","8","4","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","2","1"
"43","system2/inits.txt","true","26","8","4","4","4","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","2","8","4","4","4","<WrappedExtensionException>","2","8","4","<WrappedExtensionException>","4","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","2","<WrappedExtensionException>","<WrappedExtensionException>","2","3","2"
"44","system2/inits.txt","true","2","6","3","6","8","1","2","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","4","6","3","<WrappedExtensionException>","8","1","4","6","3","<WrappedExtensionException>","8","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","4","<WrappedExtensionException>","3"
