-2,-1,unknown,*,E 1
-3,-1,unknown,*,E 1
-4,-1,unknown,*
-5,-1,unknown,*
-6,-1,unknown,*,E 1
-7,-1,unknown,*,E 1
-2,-2,unknown,*
-3,-2,unknown,*
-4,-2,unknown,*,E 1
-5,-2,unknown,*,E 1
-6,-2,unknown,*
-7,-2,unknown,*,E 1
-2,-3,unknown,*
-3,-3,unknown,*,E 1
-4,-3,unknown,*
-5,-3,unknown,*,E 1
-6,-3,unknown,*
-7,-3,unknown,*
-2,-4,unknown,*,E 1
-3,-4,unknown,*
